ID,Data_Lancamento,Data_Caixa_Base,Tipo,Categoria,Subcategoria,Centro_Custo,Contraparte,Descricao,Metodo,Status,Valor,Valor_Sinal,AnoMes,Prazo_Dias
1183,2025-06-02,2025-06-16,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,15176.46,-15176.46,2025-06,14
411,2025-06-03,2025-06-25,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,14382.33,14382.33,2025-06,22
419,2025-06-03,2025-07-09,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,27578.1,27578.1,2025-07,36
1178,2025-06-04,2025-06-04,Saida,Pagamentos,Marketing,Marketing,Plataformas de Ads,Campanhas de marketing,Cartão,Pago,4395.74,-4395.74,2025-06,0
1175,2025-06-05,2025-06-05,Saida,Pagamentos,Salários e encargos,Administrativo,Fornecedores/Órgãos,Pagamento: Salários e encargos,Transferência,Pago,266388.42,-266388.42,2025-06,0
400,2025-06-09,2025-07-15,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,37607.2,37607.2,2025-07,36
1186,2025-06-09,2025-06-18,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,28808.63,-28808.63,2025-06,9
1189,2025-06-09,2025-06-30,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,28634.91,-28634.91,2025-06,21
416,2025-06-11,2025-07-07,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,46627.23,46627.23,2025-07,26
420,2025-06-11,2025-06-30,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,15222.65,15222.65,2025-06,19
1179,2025-06-11,2025-06-11,Saida,Pagamentos,Marketing,Marketing,Plataformas de Ads,Campanhas de marketing,Cartão,Pago,6043.55,-6043.55,2025-06,0
406,2025-06-12,2025-07-31,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,65416.4,65416.4,2025-07,49
408,2025-06-12,2025-07-27,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,24569.89,24569.89,2025-07,45
409,2025-06-12,2025-07-01,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,26834.08,26834.08,2025-07,19
1182,2025-06-12,2025-06-12,Saida,Pagamentos,Cloud/SaaS,Administrativo,Fornecedores/Órgãos,Pagamento: Cloud/SaaS,Cartão,Pago,27196.82,-27196.82,2025-06,0
401,2025-06-13,2025-07-20,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,15850.48,15850.48,2025-07,37
403,2025-06-13,2025-07-07,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,11389.84,11389.84,2025-07,24
414,2025-06-13,2025-07-12,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,10493.38,10493.38,2025-07,29
1533,2025-06-15,2025-06-15,Saida,Financiamentos,Parcela de empréstimo,Financeiro,Banco,Parcela de empréstimo (amortização+juros),Débito automático,Pago,22790.3,-22790.3,2025-06,0
418,2025-06-16,2025-07-16,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,17919.04,17919.04,2025-07,30
404,2025-06-18,2025-07-13,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,24169.88,24169.88,2025-07,25
1180,2025-06-18,2025-06-18,Saida,Pagamentos,Marketing,Marketing,Plataformas de Ads,Campanhas de marketing,Cartão,Pago,13784.08,-13784.08,2025-06,0
1177,2025-06-20,2025-06-20,Saida,Pagamentos,Tributos,Administrativo,Fornecedores/Órgãos,Pagamento: Tributos,DARF,Pago,100638.25,-100638.25,2025-06,0
1184,2025-06-20,2025-07-07,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,20205.64,-20205.64,2025-07,17
412,2025-06-23,2025-07-08,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,50743.45,50743.45,2025-07,15
405,2025-06-24,2025-09-08,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,24549.31,24549.31,2025-09,76
407,2025-06-24,2025-08-05,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,20289.55,20289.55,2025-08,42
415,2025-06-25,2025-07-25,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,35010.75,35010.75,2025-07,30
1181,2025-06-25,2025-06-25,Saida,Pagamentos,Marketing,Marketing,Plataformas de Ads,Campanhas de marketing,Cartão,Pago,16985.85,-16985.85,2025-06,0
1188,2025-06-25,2025-08-06,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,19654.31,-19654.31,2025-08,42
1187,2025-06-26,2025-07-17,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,31890.61,-31890.61,2025-07,21
399,2025-06-27,2025-08-03,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,27479.0,27479.0,2025-08,37
402,2025-06-30,2025-07-20,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,25752.53,25752.53,2025-07,20
417,2025-06-30,2025-07-31,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,17754.7,17754.7,2025-07,31
1185,2025-06-30,2025-07-19,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,19654.17,-19654.17,2025-07,19
442,2025-07-01,2025-07-31,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,40942.9,40942.9,2025-07,30
1191,2025-07-01,2025-07-01,Saida,Pagamentos,Aluguel,Administrativo,Fornecedores/Órgãos,Pagamento: Aluguel,Boleto,Pago,41403.66,-41403.66,2025-07,0
429,2025-07-02,2025-08-19,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,22469.18,22469.18,2025-08,48
1193,2025-07-02,2025-07-02,Saida,Pagamentos,Marketing,Marketing,Plataformas de Ads,Campanhas de marketing,Cartão,Pago,12613.12,-12613.12,2025-07,0
1205,2025-07-02,2025-07-14,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,24361.45,-24361.45,2025-07,12
443,2025-07-03,2025-08-11,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,18689.53,18689.53,2025-08,39
1190,2025-07-05,2025-07-05,Saida,Pagamentos,Salários e encargos,Administrativo,Fornecedores/Órgãos,Pagamento: Salários e encargos,Transferência,Pago,215746.89,-215746.89,2025-07,0
441,2025-07-07,2025-07-31,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,29603.42,29603.42,2025-07,24
1194,2025-07-09,2025-07-09,Saida,Pagamentos,Marketing,Marketing,Plataformas de Ads,Campanhas de marketing,Cartão,Pago,5874.06,-5874.06,2025-07,0
1200,2025-07-11,2025-08-07,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,8210.78,-8210.78,2025-08,27
1198,2025-07-12,2025-07-12,Saida,Pagamentos,Cloud/SaaS,Administrativo,Fornecedores/Órgãos,Pagamento: Cloud/SaaS,Cartão,Pago,31915.56,-31915.56,2025-07,0
422,2025-07-15,2025-08-08,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,40010.98,40010.98,2025-08,24
425,2025-07-15,2025-09-24,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,29294.07,29294.07,2025-09,71
440,2025-07-15,2025-08-17,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,46966.15,46966.15,2025-08,33
1534,2025-07-15,2025-07-15,Saida,Financiamentos,Parcela de empréstimo,Financeiro,Banco,Parcela de empréstimo (amortização+juros),Débito automático,Pago,22790.3,-22790.3,2025-07,0
421,2025-07-16,2025-08-30,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,50022.05,50022.05,2025-08,45
437,2025-07-16,2025-08-04,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,29372.2,29372.2,2025-08,19
1195,2025-07-16,2025-07-16,Saida,Pagamentos,Marketing,Marketing,Plataformas de Ads,Campanhas de marketing,Cartão,Pago,9162.75,-9162.75,2025-07,0
427,2025-07-17,2025-08-08,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,28079.64,28079.64,2025-08,22
438,2025-07-17,2025-08-12,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,32113.35,32113.35,2025-08,26
1203,2025-07-18,2025-08-02,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,18589.57,-18589.57,2025-08,15
1192,2025-07-20,2025-07-20,Saida,Pagamentos,Tributos,Administrativo,Fornecedores/Órgãos,Pagamento: Tributos,DARF,Pago,89851.85,-89851.85,2025-07,0
431,2025-07-21,2025-08-25,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,86695.46,86695.46,2025-08,35
434,2025-07-21,2025-08-11,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,41563.42,41563.42,2025-08,21
1201,2025-07-21,2025-07-28,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,15799.78,-15799.78,2025-07,7
1199,2025-07-22,2025-08-03,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,3993.17,-3993.17,2025-08,12
1196,2025-07-23,2025-07-23,Saida,Pagamentos,Marketing,Marketing,Plataformas de Ads,Campanhas de marketing,Cartão,Pago,7642.67,-7642.67,2025-07,0
1202,2025-07-23,2025-08-11,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,12441.95,-12441.95,2025-08,19
428,2025-07-24,2025-08-22,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,19108.75,19108.75,2025-08,29
433,2025-07-24,2025-09-01,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,15532.41,15532.41,2025-09,39
1204,2025-07-24,2025-08-18,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,44928.59,-44928.59,2025-08,25
435,2025-07-25,2025-08-01,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,65263.81,65263.81,2025-08,7
445,2025-07-25,2025-08-22,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,49101.41,49101.41,2025-08,28
432,2025-07-28,2025-09-04,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,40336.7,40336.7,2025-09,38
430,2025-07-29,2025-09-07,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,45313.54,45313.54,2025-09,40
423,2025-07-30,2025-08-12,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,69014.08,69014.08,2025-08,13
424,2025-07-30,2025-09-11,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,47673.12,47673.12,2025-09,43
426,2025-07-30,2025-08-21,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,15269.84,15269.84,2025-08,22
439,2025-07-30,2025-08-28,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,19876.14,19876.14,2025-08,29
444,2025-07-30,2025-08-07,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,24483.12,24483.12,2025-08,8
1197,2025-07-30,2025-07-30,Saida,Pagamentos,Marketing,Marketing,Plataformas de Ads,Campanhas de marketing,Cartão,Pago,7165.34,-7165.34,2025-07,0
436,2025-07-31,2025-09-05,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,22078.16,22078.16,2025-09,36
446,2025-07-31,2025-08-16,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,25451.1,25451.1,2025-08,16
1207,2025-08-01,2025-08-01,Saida,Pagamentos,Aluguel,Administrativo,Fornecedores/Órgãos,Pagamento: Aluguel,Boleto,Pago,40547.6,-40547.6,2025-08,0
452,2025-08-05,2025-08-21,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,58435.79,58435.79,2025-08,16
1206,2025-08-05,2025-08-05,Saida,Pagamentos,Salários e encargos,Administrativo,Fornecedores/Órgãos,Pagamento: Salários e encargos,Transferência,Pago,232122.58,-232122.58,2025-08,0
462,2025-08-06,2025-08-25,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,54986.26,54986.26,2025-08,19
1209,2025-08-06,2025-08-06,Saida,Pagamentos,Marketing,Marketing,Plataformas de Ads,Campanhas de marketing,Cartão,Pago,2057.13,-2057.13,2025-08,0
1216,2025-08-06,2025-08-28,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,6504.14,-6504.14,2025-08,22
455,2025-08-07,2025-09-02,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,69847.35,69847.35,2025-09,26
456,2025-08-07,2025-08-28,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,92095.3,92095.3,2025-08,21
461,2025-08-07,2025-08-27,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,38504.56,38504.56,2025-08,20
1213,2025-08-12,2025-08-12,Saida,Pagamentos,Cloud/SaaS,Administrativo,Fornecedores/Órgãos,Pagamento: Cloud/SaaS,Cartão,Pago,22837.13,-22837.13,2025-08,0
1210,2025-08-13,2025-08-13,Saida,Pagamentos,Marketing,Marketing,Plataformas de Ads,Campanhas de marketing,Cartão,Pago,8477.57,-8477.57,2025-08,0
1222,2025-08-13,2025-08-30,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,1530.21,-1530.21,2025-08,17
451,2025-08-14,2025-09-12,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,30732.99,30732.99,2025-09,29
460,2025-08-14,2025-10-03,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,26857.25,26857.25,2025-10,50
1220,2025-08-15,2025-09-06,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,10849.6,-10849.6,2025-09,22
1535,2025-08-15,2025-08-15,Saida,Financiamentos,Parcela de empréstimo,Financeiro,Banco,Parcela de empréstimo (amortização+juros),Débito automático,Pago,22790.3,-22790.3,2025-08,0
1221,2025-08-18,2025-09-01,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,7785.13,-7785.13,2025-09,14
447,2025-08-19,2025-09-25,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,43386.79,43386.79,2025-09,37
1223,2025-08-19,2025-09-17,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,18994.64,-18994.64,2025-09,29
453,2025-08-20,2025-09-19,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,24231.0,24231.0,2025-09,30
1208,2025-08-20,2025-08-20,Saida,Pagamentos,Tributos,Administrativo,Fornecedores/Órgãos,Pagamento: Tributos,DARF,Pago,84602.7,-84602.7,2025-08,0
1211,2025-08-20,2025-08-20,Saida,Pagamentos,Marketing,Marketing,Plataformas de Ads,Campanhas de marketing,Cartão,Pago,6076.46,-6076.46,2025-08,0
1214,2025-08-20,2025-09-05,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,3619.82,-3619.82,2025-09,16
1219,2025-08-21,2025-09-17,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,14346.54,-14346.54,2025-09,27
458,2025-08-25,2025-09-27,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,39035.04,39035.04,2025-09,33
1215,2025-08-25,2025-09-16,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,19610.46,-19610.46,2025-09,22
1217,2025-08-26,2025-09-10,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,10539.72,-10539.72,2025-09,15
448,2025-08-27,2025-09-15,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,127742.3,127742.3,2025-09,19
450,2025-08-27,2025-09-16,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,33528.85,33528.85,2025-09,20
454,2025-08-27,2025-09-24,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,52864.87,52864.87,2025-09,28
1212,2025-08-27,2025-08-27,Saida,Pagamentos,Marketing,Marketing,Plataformas de Ads,Campanhas de marketing,Cartão,Pago,16060.68,-16060.68,2025-08,0
457,2025-08-28,2025-09-13,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,41536.46,41536.46,2025-09,16
1218,2025-08-28,2025-09-22,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,20211.54,-20211.54,2025-09,25
449,2025-08-29,2025-10-11,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,119512.33,119512.33,2025-10,43
459,2025-08-29,2025-09-26,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,26046.27,26046.27,2025-09,28
475,2025-09-01,2025-09-23,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,12995.85,12995.85,2025-09,22
1225,2025-09-01,2025-09-01,Saida,Pagamentos,Aluguel,Administrativo,Fornecedores/Órgãos,Pagamento: Aluguel,Boleto,Pago,42878.86,-42878.86,2025-09,0
463,2025-09-02,2025-10-07,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,62093.6,62093.6,2025-10,35
470,2025-09-02,2025-09-11,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,22808.46,22808.46,2025-09,9
474,2025-09-02,2025-09-30,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,37880.0,37880.0,2025-09,28
479,2025-09-02,2025-10-03,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,69840.05,69840.05,2025-10,31
482,2025-09-02,2025-09-22,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,15346.5,15346.5,2025-09,20
484,2025-09-02,2025-09-17,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,9387.42,9387.42,2025-09,15
1235,2025-09-02,2025-09-23,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,2620.88,-2620.88,2025-09,21
1227,2025-09-03,2025-09-03,Saida,Pagamentos,Marketing,Marketing,Plataformas de Ads,Campanhas de marketing,Cartão,Pago,3637.95,-3637.95,2025-09,0
1233,2025-09-04,2025-09-25,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,40012.25,-40012.25,2025-09,21
478,2025-09-05,2025-10-14,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,29281.98,29281.98,2025-10,39
1224,2025-09-05,2025-09-05,Saida,Pagamentos,Salários e encargos,Administrativo,Fornecedores/Órgãos,Pagamento: Salários e encargos,Transferência,Pago,231949.3,-231949.3,2025-09,0
471,2025-09-08,2025-10-13,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,25181.83,25181.83,2025-10,35
473,2025-09-08,2025-10-01,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,37574.08,37574.08,2025-10,23
466,2025-09-09,2025-09-29,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,15417.67,15417.67,2025-09,20
1228,2025-09-10,2025-09-10,Saida,Pagamentos,Marketing,Marketing,Plataformas de Ads,Campanhas de marketing,Cartão,Pago,11806.96,-11806.96,2025-09,0
1241,2025-09-10,2025-09-14,Saida,Investimentos,CAPEX,TI/Operações,Fornecedores,Compra de equipamentos/softwares,Transferência,Pago,99685.8,-99685.8,2025-09,4
465,2025-09-11,2025-10-21,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,41089.23,41089.23,2025-10,40
476,2025-09-12,2025-10-19,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,30714.96,30714.96,2025-10,37
483,2025-09-12,2025-10-04,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,14763.74,14763.74,2025-10,22
1231,2025-09-12,2025-09-12,Saida,Pagamentos,Cloud/SaaS,Administrativo,Fornecedores/Órgãos,Pagamento: Cloud/SaaS,Cartão,Pago,22003.94,-22003.94,2025-09,0
464,2025-09-15,2025-10-02,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,19935.54,19935.54,2025-10,17
1234,2025-09-15,2025-10-08,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,42780.09,-42780.09,2025-10,23
1536,2025-09-15,2025-09-15,Saida,Financiamentos,Parcela de empréstimo,Financeiro,Banco,Parcela de empréstimo (amortização+juros),Débito automático,Pago,22790.3,-22790.3,2025-09,0
1237,2025-09-16,2025-10-09,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,6828.91,-6828.91,2025-10,23
1239,2025-09-16,2025-10-11,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,8884.76,-8884.76,2025-10,25
1240,2025-09-16,2025-09-24,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,14444.56,-14444.56,2025-09,8
1229,2025-09-17,2025-09-17,Saida,Pagamentos,Marketing,Marketing,Plataformas de Ads,Campanhas de marketing,Cartão,Pago,15761.64,-15761.64,2025-09,0
472,2025-09-18,2025-10-13,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,44193.07,44193.07,2025-10,25
1236,2025-09-18,2025-10-06,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,24186.39,-24186.39,2025-10,18
1226,2025-09-20,2025-09-20,Saida,Pagamentos,Tributos,Administrativo,Fornecedores/Órgãos,Pagamento: Tributos,DARF,Pago,66158.76,-66158.76,2025-09,0
481,2025-09-22,2025-11-07,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,19845.37,19845.37,2025-11,46
485,2025-09-22,2025-11-30,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,17081.73,17081.73,2025-11,69
486,2025-09-22,2025-10-17,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,48117.73,48117.73,2025-10,25
468,2025-09-23,2025-10-26,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,14297.33,14297.33,2025-10,33
469,2025-09-23,2025-11-10,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,6482.92,6482.92,2025-11,48
1238,2025-09-23,2025-09-30,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,7866.29,-7866.29,2025-09,7
1230,2025-09-24,2025-09-24,Saida,Pagamentos,Marketing,Marketing,Plataformas de Ads,Campanhas de marketing,Cartão,Pago,6489.58,-6489.58,2025-09,0
1232,2025-09-26,2025-10-18,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,28982.33,-28982.33,2025-10,22
477,2025-09-29,2025-10-18,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,60256.34,60256.34,2025-10,19
